UNIDAD ORGANICA;GENERICO;ORDEN;ESPECIFICA;IMPORTE;FACTOR
SUB GERENCIA DE OBRAS PRIVADAS;MODIFICACION DE PROYECTO APROBADO DE EDIFICACION MODALIDAD B - Aprobacion con evaluacion por la Municipalidad antes de emitida la licencia;1;Derecho de tramite;170.87;0.031068
SUB GERENCIA DE OBRAS PRIVADAS;MODIFICACION DE PROYECTO APROBADO DE EDIFICACION MODALIDAD C - Aprobacion con evaluacion previa por la Comisi¢n Tecnica antes de emitida la licencia.;1;Derecho de tramite;181.56;0.03301
SUB GERENCIA DE OBRAS PRIVADAS;MODIFICACION DE PROYECTO APROBADO DE EDIFICACION MODALIDAD D - Aprobacion con evaluacion previa por la Comisi¢n Tecnica antes de emitida la licencia;1;Derecho de tramite;202.91;0.036893
SUB GERENCIA DE OBRAS PRIVADAS;MODIFICACION NO SUSTANCIAL DEL PROYECTO APROBADO DE EDIFICACION MODALIDAD A ? Aprob. automatica con firma de profesionales, despues de emitida la lic. edificaci¢n, antes de su ejecucion;1;Derecho de tramite;181.56;0.03301
SUB GERENCIA DE OBRAS PRIVADAS;MODIFICACION NO SUSTANCIAL DEL PROYECTO APROBADO DE EDIFICACION MODALIDAD B ? Aprob. proy. con evaluac. por la Municipalidad, despues de emitida la lic. de edificaci¢n, antes de su ejecucion;1;Derecho de tramite;138.84;0.025243
SUB GERENCIA DE OBRAS PRIVADAS;MODIFICACION NO SUSTANCIAL DEL PROYECTO APROBADO DE EDIFICACION MODALIDAD B ? Aprob. Proy. con evaluac. previa de los Revisores Urb., despu‚s de emitida la lic. de edific., antes de su ejecucion;1;Derecho de tramite;64.08;0.01165
SUB GERENCIA DE OBRAS PRIVADAS;MODIFICACION NO SUSTANCIAL DEL PROYECTO APROBADO DE EDIFICACION MODALIDAD C ? Aprob. proy. con evaluac. previa por la Comisi¢n Tec., despues de emitida la lic. Edific., antes de su ejecuci¢n;1;Derecho de tramite;160.19;0.029126
SUB GERENCIA DE OBRAS PRIVADAS;MODIFICACION NO SUSTANCIAL DEL PROYECTO APROBADO DE EDIFICACION MODALIDAD C ? Aprob. proy. con evaluac. previa por los Revisores Urb., despues de emitida la lic. Edificac., antes de su ejecucion;1;Derecho de tramite;64.08;0.01165
SUB GERENCIA DE OBRAS PRIVADAS;MODIFICACION NO SUSTANCIAL DEL PROYECTO APROBADO DE EDIFICACION MODALIDAD D ? Aprob. proy. con evaluac. previa por la Comisi¢n T‚c., despues de emitida la lic. Edificac., antes de su ejecucion;1;Derecho de tramite;170.87;0.031068
SUB GERENCIA DE OBRAS PRIVADAS;MODIFICACIàN NO SUSTANCIAL DEL PROYECTO APROBADO DE EDIFICACIàN MODALIDAD D ? Aprob. proy. con evaluac. previa por los Revisores Urb., despu‚s de emitida la lic. Edificac., antes de su ejecucion;1;Derecho de tramite;64.08;0.01165
SUB GERENCIA DE OBRAS PRIVADAS;MODIFICACION SUSTANCIAL DEL PROYECTO APROBADO DE EDIFICACION MODALIDAD A ? Aprob. automatica con firma de profesionales, despues de emitida la licencia de edificacion, antes de su ejecucion;1;Derecho de tramite;181.56;0.03301
SUB GERENCIA DE OBRAS PRIVADAS;MODIFICACION SUSTANCIAL DEL PROYECTO APROBADO DE EDIFICACION MODALIDAD B ? Aprob. proy. con evaluaci¢n por la Municipalidad, despu‚s de emitida la lic. Edificac., antes de su ejecucion;1;Derecho de tramite;202.91;0.036893
SUB GERENCIA DE OBRAS PRIVADAS;MODIFICACIàN SUSTANCIAL DEL PROYECTO APROBADO DE EDIFICACIàN MODALIDAD B ? Aprob. proy. con evaluacion previa de los Revisores Urb., despues de emitida la lic. edificacion, antes de su ejecucion;1;Derecho de tramite;64.08;0.01165
SUB GERENCIA DE OBRAS PRIVADAS;MODIFICACION SUSTANCIAL DEL PROYECTO APROBADO DE EDIFICACION MODALIDAD D ? Aprob. proy. con evaluaci¢n previa por la Comision Tec,, despues de emitida la lic. Edificac., antes de su ejecucion.;1;Derecho de tramite;245.63;0.04466
SUB GERENCIA DE OBRAS PRIVADAS;MODIFICACION SUSTANCIAL DEL PROYECTO APROBADO DE EDIFICACION MODALIDAD C ? Aprob. proy. con evaluacion previa por la Comisi¢n Tec., despues de emitida la lic. de edificac., antes de su ejecucion;1;Derecho de tramite;224.27;0.040777
SUB GERENCIA DE OBRAS PRIVADAS;MODIFICACION SUSTANCIAL DEL PROYECTO APROBADO DE EDIFICACION MODALIDAD D ? Aprob. proy. con evaluac. previa por los Revisores Urb., despu‚s de emitida la lic. Edificac., antes de su ejecucion;1;Derecho de tramite;64.08;0.01165
SUB GERENCIA DE OBRAS PRIVADAS;APROBACION DE ANTEPROYECTO EN CONSULTA PARA LA MODALIDAD B - Evaluacion previa por la Comision Tecnica;1;Derecho de tramite;202.91;0.036893
SUB GERENCIA DE OBRAS PRIVADAS;MODIFICACION SUSTANCIAL DEL PROYECTO APROBADO DE EDIFICACION MODALIDAD C ? Aprob. proy. con evaluac. previa por los Revisores Urb., despu‚s de emitida la lic. Edificac., antes de su ejecucion;1;Derecho de tramite;64.08;0.01165
SUB GERENCIA DE OBRAS PRIVADAS;APROBACION DE ANTEPROYECTO EN CONSULTA PARA LA MODALIDAD C - Evaluacion previa por la Comision Tecnica;1;Derecho de tramite;309.71;0.056311
SUB GERENCIA DE OBRAS PRIVADAS;APROBACION DE ANTEPROYECTO EN CONSULTA PARA LA MODALIDAD D - Evaluacion previa por la Comision Tecnica;1;Derecho de tramite;309.71;0.056311
SUB GERENCIA DE OBRAS PRIVADAS;CONFORMIDAD DE OBRA Y DECLARATORIA DE EDIFICACION ANTICIPADAS SIN VARIACIONES PARA LA MODALIDAD B (casco no habitable);1;Derecho de tramite;170.87;0.031068
SUB GERENCIA DE OBRAS PRIVADAS;CONFORMIDAD DE OBRA Y DECLARATORIA DE EDIFICACION ANTICIPADAS SIN VARIACIONES PARA LA MODALIDAD C (casco no habitable);1;Derecho de tramite;213.59;0.038835
SUB GERENCIA DE OBRAS PRIVADAS;CONFORMIDAD DE OBRA Y DECLARATORIA DE EDIFICACION ANTICIPADAS SIN VARIACIONES PARA LA MODALIDAD D (casco no habitable);1;Derecho de tramite;245.63;0.04466
SUB GERENCIA DE OBRAS PRIVADAS;CONFORMIDAD DE OBRA Y DECLARATORIA DE EDIFICACION ANTICIPADAS CON VARIACIONES PARA LA MODALIDAD B (casco no habitable);1;Derecho de tramite;202.91;0.036893
SUB GERENCIA DE OBRAS PRIVADAS;CONFORMIDAD DE OBRA Y DECLARATORIA DE EDIFICACION ANTICIPADAS CON VARIACIONES PARA LA MODALIDAD C (casco no habitable);1;Derecho de tramite;234.95;0.042718
SUB GERENCIA DE OBRAS PRIVADAS;CONFORMIDAD DE OBRA Y DECLARATORIA DE EDIFICACION ANTICIPADAS CON VARIACIONES PARA LA MODALIDAD D (casco no habitable);1;Derecho de tramite;277.67;0.050485
SUB GERENCIA DE OBRAS PRIVADAS;DECLARACION MUNICIPAL DE EDIFICACION TERMINADA PARA LAS MODALIDADES B, C Y D;1;Derecho de tramite;309.71;0.056311
SUB GERENCIA DE OBRAS PRIVADAS;CONFORMIDAD DE OBRA Y DECLARATORIA DE EDIFICACION SIN VARIACIONES PARA LAS MODALIDAD A;1;Derecho de tramite;160.19;0.029126
SUB GERENCIA DE OBRAS PRIVADAS;CONFORMIDAD DE OBRA Y DECLARATORIA DE EDIFICACION SIN VARIACIONES PARA LAS MODALIDADES B, C y D;1;Derecho de tramite;266.99;0.048544
SUB GERENCIA DE OBRAS PRIVADAS;CONFORMIDAD DE OBRA Y DECLARATORIA DE EDIFICACION CON VARIACIONES PARA LAS MODALIDAD A;1;Derecho de tramite;202.91;0.036893
SUB GERENCIA DE OBRAS PRIVADAS;CONFORMIDAD DE OBRA Y DECLARATORIA DE EDIFICACION CON VARIACIONES PARA LAS MODALIDAD B;1;Derecho de tramite;277.67;0.050485
SUB GERENCIA DE OBRAS PRIVADAS;CONFORMIDAD DE OBRA Y DECLARATORIA DE EDIFICACION CON VARIACIONES PARA LAS MODALIDAD C;1;Derecho de tramite;373.79;0.067961
SUB GERENCIA DE OBRAS PRIVADAS;CONFORMIDAD DE OBRA Y DECLARATORIA DE EDIFICACION CON VARIACIONES PARA LAS MODALIDAD D;1;Derecho de tramite;395.15;0.071845
SUB GERENCIA DE OBRAS PRIVADAS;LICENCIA DE REGULARIZACION DE EDIFICACIONES;1;Derecho de tramite;266.99;0.048544
SUB GERENCIA DE OBRAS PRIVADAS;APROBACION DEL PROYECTO INTEGRAL DE EDIFICACION PARA LA MODALIDAD C - Evaluacion previa por la comision tecnica;1;Derecho de tramite;309.71;0.056311
SUB GERENCIA DE OBRAS PRIVADAS;APROBACION DEL PROYECTO INTEGRAL DE EDIFICACION PARA LA MODALIDAD D - Evaluacion previa por la comision tecnica;1;Derecho de tramite;352.43;0.064078
SUB GERENCIA DE OBRAS PRIVADAS;APROBACION DEL PROYECTO INTEGRAL DE EDIFICACION CON LICENCIA DE EDIFICACION DE ALGUNA DE LAS ETAPAS EN MODALIDAD C - Evaluacion previa por la comision tecnica;1;Derecho de tramite;384.47;0.069903
SUB GERENCIA DE OBRAS PRIVADAS;APROBACION DEL PROYECTO INTEGRAL DE EDIFICACION CON LA EMISION LICENCIA DE EDIFICACION DE ALGUNA DE LAS ETAPAS EN MODALIDAD C - Evaluacion previa por la comision tecnica;1;Derecho de tramite;277.67;0.050485
SUB GERENCIA DE OBRAS PRIVADAS;LICENCIA DE EDIFICACION DE ALGUNA DE LAS ETAPAS DE UN PROYECTO IBTEGRAL APROBADO CON ANTERIORIDAD;1;Derecho de tramite;160.19;0.029126
SUB GERENCIA DE OBRAS PRIVADAS;REVLIDACION DE LICENCIA DE EDIFICACION;1;Derecho de tramite;138.84;0.025243
SUB GERENCIA DE OBRAS PRIVADAS;ASIGNACION DE NUMERACION MUNICIPAL;1;Derecho de tramite;149.51;0.027184
SUB GERENCIA DE OBRAS PRIVADAS;CERTIFICADO DE NUMERACION MUNICIPAL;1;Derecho de tramite;160.19;0.029126
SUB GERENCIA DE OBRAS PÚBLICAS;AUTORIZACION POR EL USO DEL ESPACIO PUBLICO - por la ubicacion del elemento de publicidad exterior;1;Para panel simple;694.10;0.126206
SUB GERENCIA DE OBRAS PÚBLICAS;AUTORIZACION POR EL USO DEL ESPACIO PUBLICO - por la ubicacion del elemento de publicidad exterior;2;Para panel  monumental unipolar simple;907.80;0.165047
SUB GERENCIA DE OBRAS PÚBLICAS;AUTORIZACION POR EL USO DEL ESPACIO PUBLICO - por la ubicacion del elemento de publicidad exterior;3;Para panel  monumental unipolar luminoso e iluminado;1,281.50;0.233009
SUB GERENCIA DE OBRAS PÚBLICAS;AUTORIZACION POR EL USO DEL ESPACIO PUBLICO - por la ubicacion del elemento de publicidad exterior;4;Para panel  monumental unipolar especial;1,602.00;0.291271
SUB GERENCIA DE OBRAS PÚBLICAS;AUTORIZACION POR EL USO DEL ESPACIO PUBLICO - por la ubicacion del elemento de publicidad exterior;5;Volumetrico;373.80;0.067963
SUB GERENCIA DE OBRAS PÚBLICAS;AUTORIZACION POR EL USO DEL ESPACIO PUBLICO - por la ubicacion del elemento de publicidad exterior;6;Totem;587.40;0.106804
SUB GERENCIA DE OBRAS PÚBLICAS;AUTORIZACION POR EL USO DEL ESPACIO PUBLICO - por la ubicacion del elemento de publicidad exterior;7;Inflable publicitario;694.10;0.126206
SUB GERENCIA DE OBRAS PÚBLICAS;AUTORIZACION EN AREA DE USO PUBLICO - para realizac. de obras de instalac., ampliacion o mant. de la infraestructura para la prestacion de serv. publicos (no vinculado a telecomunicaciones);1;Derecho de tramite;53.40;0.009701
SUB GERENCIA DE OBRAS PÚBLICAS;AUTORIZACION PARA INSTALACION DE INFRAESTRUCTURA - para la prestacion de servicios publicos de telecomunicaciones;1;Derecho de tramite;53.40;0.009701
SUB GERENCIA DE OBRAS PÚBLICAS;AMPLIACION DE PLAZO DE AUTORIZACION - para instalac. infraestruc. de telecomunic. en bienes de dominio publico (Solicitud debe ser presentada al menos 10 dias antes del venc. del plazo original);1;Derecho de tramite;53.40;0.009701
SUB GERENCIA DE OBRAS PÚBLICAS;REGULARIZACION DE INFRAESTRUCTURA DE TELECOMUNICACIONES INSTALADA (Infraestructura instalada con anterioridad a la fecha de entrada en vigencia de la Ley 29868);1;Derecho de tramite;53.40;0.009701
SUB GERENCIA DE OBRAS PÚBLICAS;AMPLIACION DE LA AUTORIZACION EN AREA DE USO PUBLICO - para la realizac.de obras de instalac., ampliac. o mant. de la infraestruc. para la prestacion de serv. pub. (no vinculado a telecomunicaciones);1;Derecho de tramite;53.40;0.009701
SUB GERENCIA DE OBRAS PÚBLICAS;AUTORIZACION EN AREA DE USO PUBLICO - para la instalacion domiciliaria del servicio de agua, desague y energia electrica;1;Derecho de tramite;53.40;0.009701
SUB GERENCIA DE OBRAS PÚBLICAS;AUTORIZACION PARA REMODELACION DEL AREA DE USO PUBLICO (inatalac. de mobiliario urb. - mejoramiento del espac. pub., instalac. de rampas, refaccion de veredas y sardineles);1;Derecho de tramite;90.80;0.016505
SUB GERENCIA DE OBRAS PÚBLICAS;CERTIFICADO DE CONFORMIDAD DE OBRA EN AREA DE USO PUBLICO;1;Derecho de tramite;0.00;0
SUB GERENCIA DE OBRAS PÚBLICAS;AUTORIZACIONES PARA INSTALACIONES DE ESTACIONES DE RADIOCOMUNICACIONES;1;Derecho de tramite;53.40;0.009701
SUB GERENCIA DE OBRAS PÚBLICAS;AUTORIZACION PARA LA UBICACION DE ELEMENTOS DE PUBLICIDAD EXTERIOR TIPO: PANEL MONUMENTAL, UNIPOLAR Y TOTEM (simples y/o unipolares);1;Panel Monumental;1,602.00;0.291271
SUB GERENCIA DE OBRAS PÚBLICAS;AUTORIZACION PARA LA UBICACION DE ELEMENTOS DE PUBLICIDAD EXTERIOR TIPO: PANEL MONUMENTAL, UNIPOLAR Y TOTEM (simples y/o unipolares);2;Panel Monumental Unipolar;1,922.30;0.349514
SUB GERENCIA DE OBRAS PÚBLICAS;AUTORIZACION PARA LA UBICACION DE ELEMENTOS DE PUBLICIDAD EXTERIOR TIPO: PANEL MONUMENTAL, UNIPOLAR Y TOTEM (simples y/o unipolares);3;Totem;694.10;0.126206
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD D - Aprob. proy. con evaluac. previa por la Comision Tec.para predios que colinden con zonas arqueolog. patrim. cultural de la nacion, areas nat. protegidas;1;Derecho de tramite;1,602.00;0.291271
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD D - Aprob. proy. con evaluac. previa por Revisores Urb.para predios que colinden con zonas arqueolog. patrim. cultural de la nacion, ;1;Derecho de Tramite;480.60;0.087383
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD C - Aprob. proy. con evaluac. previa por Comision Tec. con construccion simultanea que soliciten venta garantizada de lotes.;1;Derecho de tramite;1,495.20;0.27185
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD D - Aprob. proy. con evaluac. previa por Comision Tec. con o sin construccion simultanea, para fines de industria, Comercio y Usos Especiales (OU);1;Derecho de Tramite;1,922.30;0.349514
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD D - Aprob. proy. con evaluac. previa por Revisores Urb. con o sin construccion simultanea, para fines de industria, Comercio y Usos Especiales (OU) ;1;Derecho de tramite;1,067.90;0.194168
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD B - Aprob. proy. con evaluac. por la Munic. para unid. pred. residencial no mayores (5) Ha, conform. unico lote, no afecto al plan vial prov. o metropol.;1;Derecho de Tramite;1,281.50;0.233009
GERENCIA DE ADMINISTRACION TRIBUTARIO;MODIFICACIONES NO SUSTANCIALES DE PROYECTOS DE HABILITACION URBANA, APROBADA BAJO MODALIDAD A - Aprobacion automatica con firma de profesionales, antes de su ejecucion.;1;Derecho de Tramite;373.80;0.067963
GERENCIA DE ADMINISTRACION TRIBUTARIO;MODIFICACIONES NO SUSTANCIALES DE PROYECTOS DE HABILITACION URBANA, APROBADA BAJO MODALIDAD B - Aprobacion de proyectoc on evaluacion previa por los Revisores Urb., antes de su ejecucion;1;Derecho de tramite;320.40;0.058262
GERENCIA DE ADMINISTRACION TRIBUTARIO;MODIFICACIONES NO SUSTANCIALES DE PROYECTOS DE HABILITACION URBANA, APROBADA BAJO MODALIDAD C - Aprobacion de proyectoc on evaluacion previa por Comision Tec., antes de su ejecucion;1;Derecho de tramite;512.60;0.093196
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD C - Aprob. proy. con evaluac. previa por la Comision Tec. con construc. simultanea de viv. se definan en el proy. su finalid. sea vta. viv. edificadas;1;Derecho de tramite;373.80;0.067963
GERENCIA DE ADMINISTRACION TRIBUTARIO;MODIFICACIONES NO SUSTANCIALES DE PROYECTOS DE HABILITACION URBANA, APROBADOS BAJO MODALIDAD C - Aprobacion de proyectoc on evaluacion previa por Revisores Urb., antes de su ejecucion;1;Derecho de tramite;373.80;0.067963
GERENCIA DE ADMINISTRACION TRIBUTARIO;MODIFICACIONES NO SUSTANCIALES DE PROYECTOS DE HABILITACION URBANA, APROBADOS BAJO MODALIDAD D - Aprobacion de proyectoc on evaluacion previa por Comision Tec., antes de su ejecucion;1;Derecho de tranite;512.60;0.093196
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD B - Aprob. proy. con evaluac. por Revisores Urb. para unid. pred. residencial no mayores (5) Ha, conform. unico lote, no afecto al plan vial prov. o metropol.;1;Derecho de tramite;299.10;0.054374
SUB GERENCIA DE REGISTRO CIVIL;1.3.17 REGISTRO DE IMPUGNACION DE PATERNIDAD Y/O EXCLUSIONES DE NOMBRES (JUDICIAL);1;Derecho de pago;65.20;0.01185
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD D - Aprob. proy. con evaluac. previa por la Comis. Tec.para predios que no colinden con areas urb. o cuenten con proy. hab. urb. aprob. y no ejecutados.;1;Derecho de tramite;2,405.30;0.437327
GERENCIA DE ADMINISTRACION TRIBUTARIO;RECEPCION DE OBRAS DE HABILITACION URBANA SIN VARIACIONES , APROBADAS BAJO MODALIDAD B;1;Derecho de tramite;1,602.00;0.291271
GERENCIA DE ADMINISTRACION TRIBUTARIO;RECEPCION DE OBRAS DE HABILITACION URBANA SIN VARIACIONES , APROBADAS BAJO MODALIDAD C;1;Derecho de tramite;2,733.20;0.496953
GERENCIA DE ADMINISTRACION TRIBUTARIO;RECEPCION DE OBRAS DE HABILITACION URBANA SIN VARIACIONES , APROBADAS BAJO MODALIDAD D;1;Derecho de tramite;3,061.30;0.556598
GERENCIA DE ADMINISTRACION TRIBUTARIO;RECEPCION DE OBRAS DE HABILITACION URBANA CON VARIACIONES NO SUSTANCIALES, APROBADAS BAJO MODALIDAD A;1;Derecho de tramite;1,639.90;0.298168
GERENCIA DE ADMINISTRACION TRIBUTARIO;RECEPCION DE OBRAS DE HABILITACION URBANA CON VARIACIONES  NO SUSTANCIALES, APROBADAS BAJO MODALIDAD B;1;Derecho de tramite;1,639.90;0.298168
GERENCIA DE ADMINISTRACION TRIBUTARIO;RECEPCION DE OBRAS DE HABILITACION URBANA CON VARIACIONES  NO SUSTANCIALES, APROBADAS BAJO MODALIDAD C;1;Derecho de tramite;2,733.20;0.496953
GERENCIA DE ADMINISTRACION TRIBUTARIO;RECEPCION DE OBRAS DE HABILITACION URBANA CON VARIACIONES  NO SUSTANCIALES, APROBADAS BAJO MODALIDAD D;1;Derecho de tramite;2,733.20;0.496953
GERENCIA DE ADMINISTRACION TRIBUTARIO;RECEPCION PARCIAL DE LAS OBRAS DE HABILITACION URBANA POR ETAPAS;1;Derecho de tramite;2,733.20;0.496953
GERENCIA DE ADMINISTRACION TRIBUTARIO;REGULARIZACION DE HABILITACIONES URBANAS;1;Derecho de tramite;1,968.00;0.357813
GERENCIA DE ADMINISTRACION TRIBUTARIO;REGULARIZACION DE HABILITACIONES URBANAS Y DE EDIFICCIONES EJECUTADAS SIN LICENCIA;1;Derecho de tramite;1,968.00;0.357813
GERENCIA DE ADMINISTRACION TRIBUTARIO;APROBACION DEL PROYECTO INTEGRAL DE HABILITACIONES URBANAS - MODALIDAD C;1;Derecho de tramite;2,186.60;0.39757
GERENCIA DE ADMINISTRACION TRIBUTARIO;APROBACION DEL PROYECTO INTEGRAL DE HABILITACIONES URBANAS - MODALIDAD C;1;Derecho de tramite;2,186.60;0.39757
GERENCIA DE ADMINISTRACION TRIBUTARIO;APROBACION DEL PROYECTO INTEGRAL DE HABILITACIONES URBANAS - MODALIDAD C, con licenciade habilitacion urbana de alguna de las etapas.;1;Derecho de tramite;874.70;0.159028
GERENCIA DE ADMINISTRACION TRIBUTARIO;APROBACION DEL PROYECTO INTEGRAL DE HABILITACIONES URBANAS - MODALIDAD D, con licenciade habilitacion urbana de alguna de las etapas.;1;Derecho de tramite;1,038.60;0.188841
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA DE ALGUNAS DE LAS ETAPAS DEL PROYECTO INTEGRAL APROBADO;1;Derecho de tramite;800.90;0.145626
GERENCIA DE ADMINISTRACION TRIBUTARIO;PRORROGA DE LA LICENCIA DE HABILITACION URBANA;1;Derecho de tramite - Gratuito;0.00;0
GERENCIA DE ADMINISTRACION TRIBUTARIO;REVALIDACION DE LA LICENCIA DE HABILITACION URBANA;1;Derecho de tramite;273.40;0.049701
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD B - Aprob. proy. con evaluac. por la Municip. para modif. de proy. de hab. urb. que corresp. en alg. etapa del proy. integral aprob. con anter. o plazo venc.;1;Derecho de tramite;437.30;0.079514
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD B - Aprob. proy. con evaluac. por revis. urb.. para modif. de proy. de hab. urb. que corresp. en alg. etapa del proy. integral aprob. con anter. o plazo venc.;1;Derecho de tramite;273.40;0.049701
GERENCIA DE ADMINISTRACION TRIBUTARIO;LICENCIA DE HABILITACION URBANA MODALIDAD C - Aprob. proy. con evaluac. previa por los revis. urb. para hab. urb. no contempladas en mod. A,B y D. sobre predios que son patrim. cult., y areas proteg.;1;Derecho de tramite;240.60;0.043738
GERENCIA DE ADMINISTRACION TRIBUTARIO;VISACION DE PLANOS PARA TRAMITES DE PRESCRIPCION  ADQUISITIVAS DE DOMINIO, TITULO SUPLETORIO Y RECTIFICACION DE LINDEROS Y AREAS (para predios urbanos);1;Derecho de tramite;492.00;0.089458
GERENCIA DE ADMINISTRACION TRIBUTARIO;DEMARCACION DE LOTE;1;Para sectores urbanos;92.90;0.016897
GERENCIA DE ADMINISTRACION TRIBUTARIO;DEMARCACION DE LOTE;2;Para sectores rurales;273.40;0.049701
GERENCIA DE ADMINISTRACION TRIBUTARIO;APROBACION DE CAMBIO DE ZONIFICACION;1;erecho de tramite;1,530.60;0.278299
GERENCIA DE ADMINISTRACION TRIBUTARIO;PLANEAMIENTO INTEGRAL;1;Derecho de tramite;1,530.60;0.278299
GERENCIA DE ADMINISTRACION TRIBUTARIO;CERTIFICADO DE ALINEAMIENTO MUNICIPAL;1;Derecho de tramite;196.80;0.035776
GERENCIA DE ADMINISTRACION TRIBUTARIO;CERTIFICADO DE SECCIONES VIALES;1;Derecho de tramite;196.80;0.035776
GERENCIA DE ADMINISTRACION TRIBUTARIO;CERTIFICADO DE CATASTRO O NEGATIVO DE CATASTRO;1;Derecho de tramite;128.20;0.023308
GERENCIA DE ADMINISTRACION TRIBUTARIO;CONSTANCIA DE POSESION PARA LOS FINES DEL OTORGAMIENTO DE LA FACTIBILIDAD DE SERVICIOS BASICOS;1;Derecho de tramite;142.10;0.025832
GERENCIA DE ADMINISTRACION TRIBUTARIO;VERIFICACION CATASTRAL A SOLICITUD DE PARTE;1;Derecho de tramite;131.20;0.02385
GERENCIA DE ADMINISTRACION TRIBUTARIO;CERTIFICADO DE PARAMETROS URBANISTICOS Y EDIFICATORIOS;1;Derecho de tramite para vivienda;131.20;0.02385
GERENCIA DE ADMINISTRACION TRIBUTARIO;CERTIFICADO DE PARAMETROS URBANISTICOS Y EDIFICATORIOS;2;Derecho de tramite para comercio;185.90;0.033794
GERENCIA DE ADMINISTRACION TRIBUTARIO;CERTIFICADO DE PARAMETROS URBANISTICOS Y EDIFICATORIOS;3;Derecho de tramite para industria;240.60;0.043738
GERENCIA DE ADMINISTRACION TRIBUTARIO;RECTIFICACION DE FICHA CATASTRAL;1;Derecho de tramite;120.30;0.021869
GERENCIA DE ADMINISTRACION TRIBUTARIO;CERTIFICACION DE COPIA DE PLANO APROBADO DE HABILITACION URBANA;1;Derecho de tramite;60.10;0.010935
SUB GERENCIA DE REGISTRO CIVIL;1.3.1 MATRIMONIO ORDINARIO  ;11;Reintegro - Matrimonio Ordinario;0.00;0
SUB GERENCIA DE FISCALIZACION, CONTROL Y POLICIA MUNICIPAL;INFRACCIONES Y SANCIONES;1;Infracciones y Sanciones ;0.00;0
SUB GERENCIA DE OBRAS PRIVADAS;7.1.8 CERTIFICADO DOMICILIARIO;2;Reitegro - Certificado Domiciliario;0.00;0
EQUIPO FUNCIONAL DE SALUD: CONTROL DE LA SALUD;3.1.1.1.4 CERTIFICADO MEDICO PRE-NUPCIAL DE SALUD;4;Reintegro - Certyificado Medico Pre Nupcial ;0.00;0
GERENCIA DE ADMINISTRACION TRIBUTARIA;005. DUPLICADO AUTOVALUO;3;Formato PU,HR,PR  adicional;2.50;0.000455
SUB GERENCIA DE OBRAS PRIVADAS;4.1.13.1 REGULARIZACION DE EDIFICACIONES CONSTRUIDAS SIN LICENCIA ;2;Multa (10% valor de la obra a regularizar) ;0.00;0
SUB GERENCIA DE OBRAS PRIVADAS;4.1.18.11 CERTIFICADO Y/O RENOVACION  DE CONFORMIDAD DE USO Y COMPATIBILIDAD DE USO.;2;Comercio ;192.00;0.034901
SUB GERENCIA DE OBRAS PRIVADAS;7.1.5.2  LICENCIA DE EDIFICACION - MODALIDAD C Y D;1;Pago de Licencia de obra 1.0% del V. Obra;0.00;0
SUB GERENCIA DE OBRAS PRIVADAS;7.1.5.2  LICENCIA DE EDIFICACION - MODALIDAD C Y D;2;Pago por revision de proyecto 0.10% ;0.00;0
SUB GERENCIA DE OBRAS PRIVADAS;7.1.5.2  LICENCIA DE EDIFICACION - MODALIDAD C Y D;3;Derecho de tramite ;0.00;0
SUB GERENCIA DE OBRAS PRIVADAS;7.1.5.2  LICENCIA DE EDIFICACION - MODALIDAD C Y D;4;Supervision de obra 0.2% V.O. ;0.00;0
SUB GERENCIA DE OBRAS PRIVADAS;7.1.5.2  LICENCIA DE EDIFICACION - MODALIDAD C Y D;5;Ocupacion de pistas y veredas  ;0.00;0
SUB GERENCIA DE OBRAS PRIVADAS;7.1.6  IMPRESIÓN Y/O COPIAS DE PLANOS.;11;Derecho de tramite ;0.00;0
SUB GERENCIA DE OBRAS PRIVADAS;4.1.18.11 CERTIFICADO Y/O RENOVACION  DE CONFORMIDAD DE USO Y COMPATIBILIDAD DE USO.;3;Derecho de Tramite - Industria ;245.90;0.044701
COMITE ESPCIAL PROCESOS SELECCION-LEY DE CONTRATAC Y ADQUISIC DEL ESTADO;EXPEDIENTE TECNICO;0;A.S.-SM- 51-2023-MDNCH/CS-2;0.00;0
